Trace,HR,Time,Each_vid_frame_size
0.51376693,4,52.934,
-0.017208521,4,52.967,
-0.42470131,4,52.999,
-0.74575623,4,53.032,
-0.95567676,4,53.067,
-1.0791594,4,53.099,
-1.1902938,4,53.134,
-1.2520351,4,53.167,
-1.103856,4,53.201,
-0.6654925,4,53.231,
0.11658494,4,53.268,
0.81012532,4,53.299,
0.86260545,4,53.331,
0.55902333,4,53.368,
0.10627414,4,53.4,
-0.28887038,4,53.431,
-0.74575623,4,53.467,
-1.0462513,4,53.499,
-1.2396869,4,53.531,
-1.3014282,4,53.567,
-1.3755178,4,53.599,
-1.4249109,4,53.63,
-1.0297664,4,53.667,
-0.33826344,4,53.699,
0.4520256,4,53.731,
0.85951839,4,53.767,
0.71133919,4,53.799,
0.29149814,4,53.831,
-0.20243252,4,53.867,
-0.62227357,4,53.899,
-0.94332849,4,53.931,
-1.1162042,4,53.967,
-1.1779456,4,53.998,
-1.1902938,4,54.04,
-1.2932166,4,54.082,
-1.087371,4,54.124,
-0.22009054,4,54.169,
0.38411013,4,54.18,
0.83685932,4,54.222,
0.72368746,4,54.263,
0.20506027,4,54.304,
-0.33474419,4,54.346,
-0.63462184,4,54.358,
-0.92276863,4,54.401,
-1.087371,4,54.412,
-1.2108537,4,54.454,
-1.2520351,4,54.467,
-1.3034657,4,54.509,
-1.3909531,4,54.531,
-1.4063885,4,54.573,
-1.1131172,4,54.599,
-0.27448465,4,54.641,
0.49215746,4,54.667,
0.87804078,4,54.708,
0.73912279,3.5,54.734,
0.40263253,3,54.767,
-0.078949852,3,54.799,
-0.51113917,3,54.83,
-0.81984583,3,54.867,
-0.99272156,3,54.903,
-1.0513758,3,54.93,
-1.0668112,3,54.972,
-1.1182417,3,55.014,
-1.1902938,3,55.03,
-0.96388836,3,55.072,
-0.27960918,3,55.099,
0.42732907,3,55.131,
1.0570906,3,55.167,
1.0817872,2.6667,55.199,
0.72368746,2,55.231,
0.24210507,2,55.267,
-0.19008425,2,55.299,
-0.56053224,2,55.332,
-0.7581045,2,55.368,
-0.86923889,2,55.401,
-0.89393543,2,55.431,
-0.97419916,2,55.473,
-1.0256297,2,55.516,
-0.84040569,2,55.532,
-0.14069118,2,55.573,
0.93978212,2,55.615,
1.4131529,2,55.656,
1.1146953,2,55.698,
0.46641133,2,55.74,
-0.066601586,2,55.781,
-0.46705586,2,55.824,
-0.46705586,2,55.824,
-0.6654925,2,55.877,
-0.7581045,2,55.889,
-0.7581045,2,55.931,
-0.81984583,2,55.943,
-0.8507165,2,55.985,
-0.7581045,2,56,
-0.40309184,2,56.031,
0.49728199,2,56.067,
1.4398869,2,56.1,
1.7578548,2,56.132,
1.5263248,1.25,56.168,
0.98300105,1,56.201,
0.49215746,1,56.23,
0.054843613,1,56.268,
-0.23330318,1,56.299,
-0.46174611,1,56.331,
-0.5728805,1,56.369,
-0.6191865,1,56.399,
-0.67166663,1,56.432,
-0.73754463,1,56.467,
-0.39796731,1,56.51,
0.2297568,1,56.53,
1.1250061,1,56.572,
1.8555913,1,56.613,
1.6703673,1,56.654,
1.3205409,1,56.669,
0.92434678,1,56.699,
0.4149808,1,56.73,
-0.029556787,1,56.767,
-0.33826344,1,56.799,
-0.48644264,1,56.83,
-0.54818397,1,56.868,
-0.5728805,1,56.899,
-0.67166663,1,56.93,
-0.7581045,1,56.967,
-0.44939784,1,56.999,
0.3408912,1,57.03,
1.3287525,1,57.067,
1.8720762,1,57.099,
1.7609418,43,57.13,
1.2793594,127,57.167,
0.66194612,127,57.198,
0.044532811,127,57.239,
-0.27960918,127,57.266,
-0.51113917,127,57.308,
-0.5728805,127,57.33,
-0.61406197,127,57.372,
-0.63462184,127,57.398,
-0.73754463,127,57.439,
-0.6191865,127,57.467,
0.14745561,127,57.508,
0.97065278,127,57.53,
1.7424194,127,57.573,
1.9173326,127,57.599,
1.5633696,126,57.631,
1.0323941,126,57.667,
0.4149808,126,57.699,
-0.066601586,126,57.73,
-0.40000478,126,57.767,
-0.6469701,126,57.799,
-0.73340797,126,57.832,
-0.7951493,126,57.867,
-0.90214702,126,57.901,
-0.92276863,126,57.93,
-0.40821637,126,57.967,
0.62490133,126,57.999,
1.6251109,126,58.03,
1.9585141,126,58.067,
1.6868522,126,58.099,
1.1558768,126,58.13,
0.47672213,126,58.167,
-0.004860255,126,58.199,
-0.43704957,126,58.232,
-0.67166663,126,58.267,
-0.7684153,126,58.308,
-0.81984583,126,58.331,
-0.89189796,126,58.373,
-0.89702249,126,58.399,
-0.47409437,126,58.431,
0.47672213,126,58.467,
1.6374592,126,58.499,
2.2054794,126,58.53,
2.1231782,125.8,58.567,
1.5263248,125,58.599,
0.87186665,125,58.631,
0.2668016,125,58.669,
-0.12834292,125,58.699,
-0.40000478,125,58.73,
-0.54818397,125,58.767,
-0.6099253,125,58.799,
-0.67166663,125,58.83,
-0.78897516,125,58.872,
-0.41852718,125,58.914,
0.66194612,125,58.955,
1.9070836,125,58.999,
2.2054794,125,59.01,
2.0614369,125,59.051,
1.4440236,125,59.093,
0.72368746,125,59.134,
0.26062747,125,59.145,
-0.14069118,125,59.187,
-0.44939784,125,59.199,
-0.5625697,125,59.241,
-0.63462184,125,59.267,
-0.68605236,125,59.308,
-0.8044105,125,59.331,
-0.78897516,125,59.373,
-0.35678584,125,59.399,
0.53846346,125,59.431,
1.6374592,125,59.468,
2.279569,125,59.5,
2.1560863,125,59.53,
1.6498074,125,59.567,
0.97065278,125,59.599,
0.35323947,125,59.63,
-0.10364638,125,59.666,
-0.43704957,125,59.701,
-0.60375117,125,59.73,
-0.6654925,125,59.767,
-0.72723383,125,59.8,
-0.80749756,125,59.83,
-0.6758033,125,59.867,
0.15566721,125,59.899,
1.2176181,125,59.93,
2.0923076,125,59.966,
2.3536586,125,60,
1.9585141,124.33,60.03,
1.3411008,124,60.072,
0.45616227,124,60.114,
-0.10982052,124,60.155,
-0.49057931,124,60.197,
-0.59344037,124,60.209,
-0.6654925,124,60.25,
-0.69636317,124,60.268,
-0.7951493,124,60.299,
-0.7581045,124,60.332,
-0.22299238,124,60.367,
1.0323941,124,60.401,
2.0048201,124,60.433,
2.4833154,124,60.468,
2.2425242,124.75,60.5,
1.5880661,125,60.531,
0.90891145,125,60.569,
0.19888614,125,60.598,
-0.17773598,125,60.63,
-0.44939784,125,60.667,
-0.58522877,125,60.699,
-0.65931837,125,60.73,
-0.7210597,125,60.767,
-0.80749756,125,60.799,
-0.59757704,125,60.83,
0.32854294,125,60.867,
1.608626,125,60.901,
2.4987507,125,60.93,
2.4936262,125,60.973,
1.9585141,125,60.999,
1.4954541,125,61.03,
0.62076466,125,61.066,
-0.004860255,125,61.098,
-0.32591518,125,61.13,
-0.54639347,125,61.167,
-0.6840149,125,61.199,
-0.70871143,125,61.23,
-0.8321941,125,61.268,
-0.8321941,125,61.299,
-0.41235304,125,61.331,
0.71133919,125,61.367,
1.8350314,125,61.4,
2.3413103,125,61.431,
2.0573002,125,61.466,
1.3904938,125,61.498,
0.67429439,125,61.53,
-0.05425332,125,61.566,
-0.51113917,125,61.613,
-0.7933588,125,61.63,
-0.88158716,125,61.723,
-0.65839225,125,61.766,
0.72368746,125,61.839,
2.0356907,125,61.88,
2.0819967,125,61.945,
1.7732901,125,61.959,
1.4028421,125,61.974,
1.0323941,125,61.989,
1.0323941,125,62.004,
0.43967733,125,62.033,
-0.24361398,125,62.069,
-0.62227357,125,62.099,
-0.8044105,125,62.13,
-0.88158716,125,62.167,
-0.92789316,125,62.199,
-0.32245766,125,62.23,
1.7115488,125,62.34,
2.2672207,125,62.382,
2.3289621,125,62.393,
1.8555913,125,62.435,
1.4028421,125,62.447,
0.66194612,125,62.489,
0.044532811,125,62.501,
-0.47409437,125,62.543,
-0.94332849,125,62.585,
-0.99475902,125,62.627,
-1.0668112,125,62.642,
-1.0668112,125,62.654,
-1.1388633,125,62.696,
-1.1902938,125,62.707,
-0.47514398,125,62.749,
1.0941354,125,62.81,
2.0614369,125,62.852,
2.3289621,125,62.863,
2.0202554,125,62.906,
1.6498074,125,62.918,
0.91922225,125,62.959,
0.044532811,125,63.002,
-0.26417385,125,63.014,
-0.69636317,125,63.056,
-0.88158716,125,63.068,
-0.97419916,125,63.109,
-1.0050698,125,63.131,
-1.087371,125,63.172,
-1.2057292,125,63.199,
-1.0462513,125,63.24,
-0.32591518,125,63.268,
0.66194612,125,63.299,
1.674504,125,63.333,
1.9338176,125,63.367,
1.5633696,125,63.399,
0.84717012,125,63.432,
0.11862241,125,63.468,
-0.49879091,125,63.499,
-0.89702249,125,63.532,
-1.1182417,125,63.568,
-1.2026421,125,63.598,
-1.2643834,125,63.632,
-1.3755178,125,63.668,
-1.4835651,125,63.699,
-1.2006046,125,63.733,
-0.20243252,125,63.768,
0.99534931,125,63.799,
1.7115488,125,63.83,
1.7115488,125,63.868,
1.1435285,125,63.898,
0.5075928,125,63.93,
-0.22299238,125,63.972,
-0.7581045,125,64.014,
-1.1079926,125,64.056,
-1.2211645,125,64.098,
-1.2520351,125,64.11,
-1.262346,125,64.152,
-1.3137765,125,64.167,
-1.087371,125,64.208,
-0.37222118,125,64.232,
0.61255306,125,64.267,
1.6498074,125,64.301,
1.9214693,125,64.333,
1.6498074,125,64.37,
1.0323941,125,64.399,
0.14152844,125,64.441,
-0.61406197,125,64.484,
-0.92276863,125,64.5,
-1.0513758,125,64.533,
-1.1285525,125,64.568,
-1.1285525,125,64.599,
-1.1902938,125,64.63,
-1.2829058,125,64.667,
-1.0205052,125,64.699,
-0.21478078,125,64.73,
0.97065278,125,64.768,
1.8350314,125,64.799,
1.9461658,125,64.83,
1.4645834,125,64.869,
0.74838399,125,64.899,
0.10627414,125,64.93,
-0.49057931,125,64.972,
-0.78897516,125,64.999,
-0.98037329,125,65.032,
-1.0462513,125,65.067,
-1.0668112,125,65.101,
-1.1655973,125,65.132,
-1.1902938,125,65.166,
-0.84454236,125,65.199,
0.093925876,125,65.231,
1.2423146,125,65.269,
1.909121,125,65.299,
1.7856384,124,65.332,
1.2423146,124,65.367,
0.56315999,124,65.398,
-0.10364638,124,65.433,
-0.59757704,124,65.468,
-0.95567676,124,65.5,
-1.0668112,124,65.53,
-1.0668112,124,65.569,
-1.0668112,124,65.601,
-1.1491123,124,65.632,
-1.153249,124,65.666,
-0.62227357,124,65.699,
0.377936,124,65.73,
1.4151904,124,65.767,
1.8350314,124,65.799,
1.5633696,124,65.833,
0.93360798,124,65.867,
0.19271201,124,65.901,
-0.32591518,124,65.93,
-0.71692303,124,65.966,
-0.97419916,124,66.001,
-1.0297664,124,66.03,
-1.0668112,124,66.069,
-1.1162042,124,66.099,
-1.2108537,124,66.137,
-1.0668112,124,66.167,
-0.37530824,124,66.198,
0.81629945,124,66.23,
1.859728,124,66.266,
1.9585141,124,66.3,
1.5366356,124,66.335,
0.84717012,124,66.367,
0.2668016,124,66.398,
-0.33622598,124,66.432,
-0.77045276,124,66.467,
-0.98037329,124,66.498,
-1.0668112,124,66.535,
-1.0668112,124,66.567,
-1.1285525,124,66.599,
-1.0544629,124,66.631,
-0.33826344,124,66.667,
0.72368746,124,66.698,
1.8473797,124,66.734,
2.2054794,124,66.767,
1.9338176,124,66.799,
1.2423146,124,66.831,
0.50141866,124,66.866,
-0.16125105,124,66.907,
-0.58831584,124,66.934,
-0.87127636,124,66.975,
-0.94332849,124,66.999,
-0.95363929,124,67.04,
-1.0050698,124,67.068,
-1.0668112,124,67.099,
-0.59344037,124,67.14,
0.64138626,124,67.182,
1.5880661,124,67.199,
2.0819967,124,67.24,
2.0048201,124,67.267,
1.4645834,124,67.299,
0.74838399,124,67.334,
0.08157761,124,67.367,
-0.43704957,124,67.398,
-0.79928597,124,67.439,
-0.99475902,124,67.481,
-1.0668112,124,67.522,
-1.0668112,124,67.536,
-1.1285525,124,67.567,
-1.0544629,124,67.599,
-0.44939784,124,67.63,
0.46641133,124,67.667,
1.5880661,124,67.699,
1.8762129,124,67.734,
1.5263248,124,67.767,
0.90891145,124,67.799,
0.26062747,124,67.83,
-0.41235304,124,67.867,
-0.8321941,124,67.899,
-1.0791594,124,67.935,
-1.1902938,124,67.967,
-1.2520351,124,67.999,
-1.3137765,124,68.032,
-1.338473,124,68.066,
-0.98037329,124,68.102,
0.032184544,124,68.135,
1.1435285,124,68.168,
1.723897,124,68.199,
1.6189368,124,68.23,
1.1353169,124,68.272,
0.31619467,124,68.298,
-0.26417385,124,68.335,
-0.69636317,124,68.366,
-0.67367547,108,0,
-0.81540674,108,0.029,
-0.89512062,108,0.062,
-0.68255028,108,0.093,
-0.034210769,108,0.13,
0.81607056,108,0.162,
1.2837253,108,0.198,
1.1508688,108,0.229,
0.71685336,108,0.271,
0.38030138,108,0.293,
0.07914236,108,0.335,
-0.11567835,108,0.375,
-0.20426704,108,0.417,
-0.23083833,108,0.458,
-0.39026608,108,0.499,
-0.46997995,108,0.511,
-0.57626512,108,0.553,
-0.70024676,108,0.566,
-0.77996064,108,0.607,
-0.84197803,108,0.63,
-0.52312253,108,0.662,
0.22974844,108,0.704,
0.99144108,108,0.73,
1.3545644,108,0.772,
1.1641545,107,0.798,
0.76999594,107,0.84,
0.42015832,107,0.862,
0.10571365,107,0.903,
-0.071410578,107,0.929,
-0.13342797,107,0.971,
-0.15112445,107,0.997,
-0.23971314,107,1.039,
-0.35040914,107,1.062,
-0.51424772,107,1.104,
-0.61612205,107,1.13,
-0.71443583,107,1.162,
-0.64003622,107,1.198,
-0.1192389,107,1.229,
0.76999594,107,1.271,
1.3368679,107,1.293,
1.3262394,107,1.335,
1.0286409,107,1.361,
0.63713948,107,1.403,
0.31387315,107,1.43,
0.0437494,107,1.471,
-0.03155364,107,1.499,
-0.044839286,107,1.529,
-0.10685668,107,1.571,
-0.23083833,107,1.598,
-0.34243775,107,1.63,
-0.46110514,107,1.671,
-0.56297947,107,1.698,
-0.6294077,107,1.729,
-0.36369478,107,1.761,
0.19430234,107,1.799,
0.84970982,107,1.829,
1.2624683,107,1.861,
1.0817835,107.75,1.898,
0.73104243,108,1.929,
0.3909299,108,1.961,
0.072074397,108,1.997,
-0.055467803,108,2.03,
-0.12986742,108,2.061,
-0.18301,108,2.098,
-0.25740962,108,2.129,
-0.34243775,108,2.161,
-0.5018655,108,2.198,
-0.60815067,108,2.229,
-0.71443583,108,2.263,
-0.67192177,108,2.299,
-0.17238149,108,2.331,
0.49721506,108,2.362,
1.0073839,108,2.4,
1.0073839,107.67,2.43,
0.70978539,107,2.464,
0.33778731,107,2.499,
0.050817364,107,2.53,
-0.16175297,107,2.564,
-0.23615259,107,2.598,
-0.22552407,107,2.63,
-0.25740962,107,2.661,
-0.34243775,107,2.699,
-0.44872292,107,2.731,
-0.60283641,107,2.764,
-0.72681805,107,2.799,
-0.87386358,107,2.83,
-0.76226416,107,2.861,
-0.30167739,107,2.902,
0.40687267,107,2.932,
0.86921314,107,2.961,
0.92060202,107.6,2.998,
0.57161468,108,3.031,
0.23150215,108,3.063,
-0.055467803,108,3.097,
-0.23615259,108,3.131,
-0.33712349,108,3.162,
-0.36369478,108,3.199,
-0.44872292,108,3.229,
-0.54969383,108,3.262,
-0.71799639,108,3.299,
-0.89512062,108,3.329,
-1.0191023,108,3.361,
-1.1000916,108,3.399,
-0.59752215,108,3.432,
0.1358455,108,3.461,
0.70978539,108,3.501,
0.81607056,108,3.529,
0.56098616,108,3.561,
0.22087363,108,3.602,
-0.055467803,108,3.632,
-0.23615259,108,3.664,
-0.3105522,108,3.7,
-0.32383785,108,3.732,
-0.3743233,108,3.761,
-0.48767643,108,3.8,
-0.60283641,108,3.829,
-0.67192177,108,3.862,
-0.74632138,108,3.901,
-0.76757842,108,3.93,
-0.39558033,108,3.961,
0.27401621,108,3.997,
0.93298424,108,4.03,
1.1455546,108,4.061,
0.91172721,109,4.103,
0.56630042,109,4.129,
0.27401621,109,4.171,
0.02956033,109,4.197,
-0.076724836,109,4.239,
-0.097981869,109,4.262,
-0.14224964,109,4.304,
-0.23083833,109,4.329,
-0.3725696,109,4.371,
-0.55500808,109,4.398,
-0.66129325,109,4.44,
-0.73569287,109,4.461,
-0.51424772,109,4.503,
0.22974844,109,4.544,
0.99144108,109,4.585,
1.1242975,109,4.599,
0.92235573,109,4.64,
0.64601429,109,4.661,
0.24744492,109,4.703,
-0.044839286,109,4.73,
-0.21314185,109,4.772,
-0.3105522,109,4.798,
-0.3105522,109,4.829,
-0.38139126,109,4.871,
-0.49655124,109,4.898,
-0.58689363,109,4.929,
-0.70024676,109,4.971,
-0.84197803,109,4.998,
-0.91637765,109,5.029,
-0.6294077,109,5.071,
0.11458846,109,5.098,
0.67789984,109,5.129,
1.1030405,109,5.161,
0.97549831,109,5.198,
0.60174652,109,5.239,
0.3271588,109,5.261,
0.0437494,109,5.298,
-0.097981869,109,5.329,
-0.15112445,109,5.371,
-0.1644101,109,5.399,
-0.21489555,109,5.43,
-0.3105522,109,5.461,
-0.43453385,109,5.503,
-0.54969383,109,5.529,
-0.60815067,109,5.561,
-0.16882093,109,5.603,
0.46001525,109,5.629,
1.0180124,109,5.671,
1.0977263,109,5.698,
0.85858463,109,5.729,
0.53972913,109,5.761,
0.19430234,109,5.798,
-0.055467803,109,5.829,
-0.19363852,109,5.861,
-0.2467811,109,5.897,
-0.29992368,109,5.929,
-0.40620885,109,5.962,
-0.57626512,109,5.998,
-0.77820693,109,6.029,
-0.93763468,109,6.062,
-1.0226628,109,6.098,
-0.66129325,109,6.131,
0.06144588,109,6.163,
0.76292798,109,6.198,
0.98612683,109,6.231,
0.79481353,110,6.262,
0.44407248,110,6.299,
0.12521698,110,6.33,
-0.071410578,110,6.361,
-0.24853481,110,6.398,
-0.3105522,110,6.43,
-0.3105522,110,6.472,
-0.39914089,110,6.513,
-0.48767643,110,6.554,
-0.62053289,110,6.596,
-0.55856864,110,6.637,
-0.012953736,110,6.678,
0.75229946,110,6.72,
0.98612683,110,6.761,
0.62831781,110,6.802,
0.22087363,110,6.843,
-0.13342797,110,6.885,
-0.32824868,110,6.926,
-0.36369478,110,6.967,
-0.39026608,110,7.008,
-0.5018655,110,7.05,
-0.57626512,110,7.061,
-0.68255028,110,7.103,
-0.75338935,110,7.115,
-0.70912157,110,7.156,
-0.36369478,110,7.168,
0.10571365,110,7.209,
0.69915688,110,7.221,
1.0180124,110,7.262,
1.071155,110,7.273,
0.85858463,111,7.314,
0.46889006,111,7.33,
0.11458846,111,7.372,
-0.11126751,111,7.398,
-0.19363852,111,7.435,
-0.20426704,111,7.461,
-0.20426704,111,7.497,
-0.20426704,111,7.529,
-0.28929517,111,7.562,
-0.46110514,111,7.597,
-0.5656366,111,7.632,
-0.4566943,111,7.662,
0.040188847,111,7.697,
0.76999594,111,7.732,
1.1508688,111,7.761,
0.99144108,112,7.799,
0.66371077,112,7.832,
0.35373009,112,7.861,
-0.00232522,112,7.898,
-0.18301,112,7.929,
-0.25740962,112,7.962,
-0.25740962,112,7.998,
-0.28929517,112,8.031,
-0.34243775,112,8.064,
-0.46110514,112,8.099,
-0.56297947,112,8.132,
-0.49655124,112,8.165,
-0.062535766,112,8.2,
0.70978539,112,8.229,
1.1349261,112,8.261,
1.0445837,113,8.303,
0.73901381,113,8.329,
0.3909299,113,8.361,
0.052571069,113,8.398,
-0.084696223,113,8.429,
-0.18301,113,8.461,
-0.21314185,113,8.498,
-0.29726656,113,8.53,
-0.39558033,113,8.561,
-0.5018655,113,8.598,
-0.66129325,113,8.63,
-0.61877918,113,8.661,
-0.10685668,113,8.699,
0.46001525,113,8.729,
0.82313852,113,8.771,
0.72572817,114,8.798,
0.3909299,114,8.829,
0.050817364,114,8.862,
-0.2467811,114,8.898,
-0.44872292,114,8.93,
-0.52312253,114,8.962,
-0.52312253,114,8.999,
-0.55856864,114,9.029,
-0.60283641,114,9.061,
-0.72681805,114,9.103,
-0.82869239,114,9.13,
-0.81009248,114,9.162,
-0.38495182,114,9.198,
0.28464473,114,9.231,
0.84795611,114,9.261,
0.83201334,114.25,9.3,
0.48658654,115,9.33,
0.0437494,115,9.371,
-0.21755268,115,9.398,
-0.39558033,115,9.429,
-0.46997995,115,9.461,
-0.46110514,115,9.503,
-0.4566943,115,9.529,
-0.52312253,115,9.571,
-0.60815067,115,9.598,
-0.71443583,115,9.629,
-0.58689363,115,9.661,
-0.044839286,115,9.698,
0.57161468,115,9.729,
0.99675534,115,9.761,
0.80544204,116.5,9.803,
0.43344396,117,9.831,
0.09333143,117,9.861,
-0.16175297,117,9.901,
-0.34243775,117,9.929,
-0.39558033,117,9.962,
-0.41683737,117,9.998,
-0.5018655,117,10.029,
-0.60815067,117,10.062,
-0.71443583,117,10.098,
-0.78883545,117,10.131,
-0.55500808,117,10.161,
0.06144588,117,10.198,
0.69915688,117,10.23,
0.91172721,117.5,10.261,
0.70978539,119,10.298,
0.33778731,119,10.33,
0.008303297,119,10.362,
-0.23083833,119,10.398,
-0.44872292,119,10.429,
-0.46997995,119,10.461,
-0.52312253,119,10.498,
-0.60815067,119,10.53,
-0.71443583,119,10.561,
-0.820721,119,10.602,
-0.7128947,119,10.643,
-0.066096319,119,10.685,
0.64601429,119,10.726,
0.84970982,119.2,10.767,
0.46889006,120,10.808,
0.088017172,120,10.85,
-0.23971314,120,10.891,
-0.43453385,120,10.933,
-0.52312253,120,10.944,
-0.52312253,120,10.985,
-0.57626512,120,10.998,
-0.62053289,120,11.039,
-0.68255028,120,11.051,
-0.78883545,120,11.092,
-0.84197803,120,11.103,
-0.64710418,120,11.145,
-0.20426704,120,11.164,
0.30946232,120,11.198,
0.85858463,120,11.231,
0.82669908,120,11.261,
0.51847209,120,11.299,
0.14647401,120,11.33,
-0.14049594,120,11.362,
-0.3725696,120,11.398,
-0.41683737,120,11.431,
-0.44340866,120,11.461,
-0.46997995,120,11.498,
-0.55500808,120,11.53,
-0.60283641,120,11.561,
-0.67367547,120,11.603,
-0.46997995,120,11.631,
-0.00232522,120,11.661,
0.59287171,120,11.699,
0.83201334,120,11.732,
1.1986972,121,11.761,
0.56630042,121,11.798,
-0.15112445,121,11.831,
-0.52312253,121,11.862,
-0.70912157,121,11.9,
-0.73569287,121,11.931,
-0.78883545,121,11.964,
-0.87386358,121,12,
-1.0758054,121,12.03,
-1.2671187,121,12.061,
-1.17853,121,12.099,
-0.23615259,121,12.13,
0.96486979,121,12.161,
1.7620085,121,12.198,
1.6132093,121.5,12.229,
0.96486979,122,12.261,
0.1996166,122,12.301,
-0.45935143,122,12.329,
-0.89512062,122,12.361,
-1.1076909,122,12.398,
-1.2246046,122,12.428,
-1.3308898,122,12.462,
-1.4885638,122,12.503,
-1.6391168,122,12.531,
-1.4398321,122,12.561,
-0.38139126,122,12.602,
0.85858463,122,12.63,
1.6999911,122,12.672,
1.4254566,123,12.713,
0.69915688,123,12.754,
-0.062535766,123,12.796,
-0.49655124,123,12.837,
-0.67367547,123,12.878,
-0.80653193,123,12.92,
-1.0368519,123,12.961,
-1.3468326,123,13.002,
-1.0722448,123,13.043,
0.28289102,123,13.084,
1.6380269,123,13.126,
1.6734199,123.6,13.167,
0.92060202,124,13.208,
0.088017172,124,13.249,
-0.4380944,124,13.29,
-0.6648538,124,13.332,
-0.68255028,124,13.373,
-0.80653193,124,13.415,
-1.0368519,124,13.456,
-1.2139761,124,13.497,
-0.41683737,124,13.538,
1.0445837,124,13.58,
1.8062763,124.2,13.621,
1.2128862,125,13.662,
0.23857011,125,13.704,
-0.46110514,125,13.745,
-0.68255028,125,13.787,
-0.58513993,125,13.828,
-0.52312253,125,13.87,
-0.71799639,125,13.911,
-0.90399543,125,13.953,
-0.22196352,125,13.995,
1.2040114,125,14.036,
2.0277215,125,14.077,
1.4962956,126,14.118,
0.60350023,126,14.159,
-0.13342797,126,14.2,
-0.50542605,126,14.241,
-0.6294077,126,14.283,
-0.64710418,126,14.296,
-0.77996064,126,14.338,
-1.0191023,126,14.38,
-1.1519587,126,14.421,
-0.33712349,126,14.466,
0.53972913,126,14.481,
1.593706,126,14.523,
1.9214363,126,14.535,
1.6291521,126,14.576,
1.071155,126,14.587,
0.43344396,126,14.63,
0.06144588,126,14.641,
-0.3105522,126,14.683,
-0.46997995,126,14.694,
-0.61420892,126,14.735,
-0.6294077,126,14.748,
-0.67367547,126,14.789,
-0.73569287,126,14.801,
-0.85085284,126,14.842,
-1.0368519,126,14.884,
-0.9128171,126,14.899,
-0.027142806,126,14.94,
1.1641545,126,14.963,
1.9639504,126,14.997,
2.0542927,126.33,15.029,
1.5175527,127,15.064,
0.619443,127,15.098,
-0.23083833,127,15.139,
-0.68255028,127,15.162,
-0.83310322,127,15.198,
-0.93763468,127,15.23,
-0.98812014,127,15.262,
-1.1874048,127,15.297,
-1.40885,127,15.338,
-1.5328316,127,15.362,
-0.99253097,127,15.397,
0.23150215,127,15.431,
1.2970109,127,15.461,
1.6380269,127,15.497,
1.1641545,127,15.532,
0.42281545,127,15.561,
-0.28929517,127,15.599,
-0.81009248,127,15.63,
-1.0864339,127,15.665,
-1.1076909,127,15.699,
-1.1608335,127,15.732,
-1.2538331,127,15.764,
-1.4531177,127,15.8,
-1.5726885,127,15.831,
-1.1183195,127,15.864,
-0.012953736,127,15.899,
1.1508688,127,15.932,
1.6380269,127,15.961,
1.1242975,127,16,
0.3271588,127,16.029,
-0.42746588,127,16.061,
-1.0545484,127,16.099,
-1.2538331,127,16.129,
-1.2671187,127,16.161,
-1.2759935,127,16.199,
-1.3601182,127,16.229,
-1.458432,127,16.261,
-1.5328316,127,16.3,
-0.92700617,127,16.332,
0.22087363,127,16.361,
1.3368679,127,16.4,
1.9426933,127,16.429,
1.5175527,127,16.461,
0.87628111,127,16.5,
0.21199882,127,16.531,
-0.46997995,127,16.564,
-0.71799639,127,16.599,
-0.81540674,127,16.631,
-0.84197803,127,16.661,
-0.90574913,127,16.698,
-1.0634232,127,16.73,
-1.0970624,127,16.761,
-0.15112445,127,16.803,
0.87187027,127,16.83,
1.8257796,127,16.861,
1.8594189,1,16.898,
1.113669,1,16.931,
0.34044444,1,16.963,
-0.34243775,1,16.997,
-0.91637765,1,17.03,
-1.171462,1,17.061,
-1.2671187,1,17.097,
-1.3202613,1,17.129,
-1.458432,1,17.163,
-1.6656881,1,17.198,
-1.705545,1,17.23,
-0.96952023,1,17.261,
0.37142657,1,17.303,
1.3102966,1,17.33,
1.2305827,1,17.361,
0.49721506,1,17.397,
-0.35306627,1,17.429,
-1.1183195,1,17.461,
-1.5753457,1,17.498,
-1.7454019,1,17.53,
-1.7454019,1,17.561,
-1.7808321,1,17.603,
-1.8782584,1,17.63,
-1.9898578,1,17.661,
-1.7099718,1,17.703,
-0.64269335,1,17.729,
0.70803169,1,17.773,
1.4962956,1,17.798,
1.0534585,1,17.839,
0.11458846,1,17.883,
-0.57626512,1,17.897,
-1.1253874,1,17.938,
-1.3645291,1,17.98,
-1.3202613,1,17.997,
-1.2671187,1,18.038,
-1.3069756,1,18.063,
-1.4052894,1,18.097,
-1.5328316,1,18.13,
-1.0545484,1,18.161,
0.37142657,1,18.202,
1.6557234,1,18.229,
2.080864,1,18.261,
1.5069241,1,18.299,
0.53972913,1,18.33,
-0.35306627,1,18.361,
-1.0226628,1,18.398,
-1.3025648,1,18.439,
-1.2804043,1,18.462,
-1.2671187,1,18.497,
-1.3521468,1,18.529,
-1.458432,1,18.563,
-1.3202613,1,18.598,
-0.26803813,1,18.629,
1.0445837,1,18.662,
1.9852074,1,18.697,
2.0631676,1.6,18.729,
1.2093257,2,18.763,
0.33778731,2,18.797,
-0.39558033,2,18.829,
-0.83134952,2,18.861,
-1.0332913,2,18.898,
-1.0545484,2,18.93,
-1.0545484,2,18.963,
-1.1076909,2,18.998,
-1.2228509,2,19.029,
-0.6294077,2,19.062,
